Year,Operator,Location,AC Type,Passengers,Crew,Fatalities
1983,U.S. Air Force,Fayetteville,Lockheed C-130H Hercules,0,6,6
1983,Aeroleo Taxi Aereo,Macae,Bell 212,0,11,11
1983,Bakhtar Afghan Airlines,Shach Goan,de Havilland Canada DHC-6 Twin Otter 300,17,2,19
1983,Avensa,Barquisimeto Venezuela,McDonnell Douglas DC-9-32,45,5,23
1983,Central Airlines,Newark,Learjet 25,0,2,2
1983,Munz Northern Airlines,Selawik,Britten-Norman BN-2A-8 Islander,2,1,2
1983,Air Liberia,Khartoum,Hawker Siddeley HS-748-329 Srs. 2A,6,3,8
1983,Aeroflot,Leninakan,Yakovlev YAK-40,17,4,21
1983,Japan Air Self-Defence Force,Toba,Kawasaki C-1,0,14,14
1983,Japan Maritime Self Defense Force,Iwakuni AB,Shin Meiwa PS-1,0,14,11
1983,SAN Ecuador,Guayaquil,Sud Aviation SE-210 Caravelle VIR,94,6,8
1983,United States Navy,Jacksonville,Convair CV-340,9,6,15
1983,Eastern Air Lines,En route Miami,Lockheed L-1011,162,10,0
1983,Royal Thai Air Force,Ban Ta Khli,Fairchild C-123K,24,6,30
1983,Soviet Air Force,Klyuchi,Antonov An-26,31,6,33
1983,Air Canada,Cincinnati International Airport,McDonnell Douglas DC-9-32,41,5,3
1983,Garuda Indonesia Airlines,Tanjung Karang,Fokker F-28 Fellowship 3000RC,57,4,23
1983,Republic of China Air Force,Quemoy,Fairchild C-199G,39,8,47
1983,Reeve Aleutian Airways,Cold Bay,Lockheed L-188C Electra,10,5,0
1983,U.S. Navy,Kauai,Lockheed P-3B Orion,0,14,14
1983,Air Mali,Niela,de Havilland Canada DHC-6 Twin Otter 300,5,2,7
1983,U.S. Air Force,Las Vegas,Lockheed C-130H Hercules,1,5,6
1983,CAAK,Labe,Ilyushin IL-62M,0,23,23
1983,TAME,Cuenca,Boeing B-737-2V2,111,8,119
1983,British Airwayss,Scilly Islands,Sikorsky S-61N-II,23,3,20
1983,Air Canada,Gimli,Boeing B-767-233ER,61,8,0
1983,Las Vegas Airlines,Grand Canyon,Piper PA-31-350 Chieftain,9,1,10
1983,Aeroflot,Alma-Ata,Tupolev TU-134A,84,6,90
1983,Korean Airlines,Sakhalin Island,Boeing B-747-230B,246,23,269
1983,Central Mountain Air Services,Cuenca,Britten-Norman BN-2A-21 Islander,0,9,9
1983,CAAC,Guilin,Hawker Siddeley Trident 2E,100,6,11
1983,Gulf Air,Mina Jebel Ali,Boeing B-737-2P6,107,5,112
1983,Taiwan Airlines,Lanyu Island,Britten-Norman BN-2A-26 Trislander,9,1,10
1983,TAM Lineas Aéreas Regional,Aracatuba,Embraer 110C Bandeirante,13,2,7
1983,Burma Airways,Lonkin,de Havilland Canada DHC-6 Twin Otter 300,11,3,9
1983,Air Illinois,Pinckneyville,Hawker Siddeley HS-748-FAA,7,3,10
1983,Pennsylvania Airlines,Middletown,Shorts 330-200,27,3,1
1983,TAAG Angola Airlines,Lubango,Boeing B-737-200,126,4,130
1983,Austin Airways,Landsdowne House,de Havilland Canada DHC-6 Twin Otter 300,5,2,4
1983,AVIANCA,Madrid-Barajas,Boeing B-747-283B,169,23,181
1983,Nigeria Airways,Enugu,Fokker F-28 Fellowship 2000,66,6,53
1983,Iberia Airlines,Madrid,Boeing B-727-200,120,15,93
1983,TAMPA Colombia,Medellin,Boeing 707-373C,0,3,3
1983,Inuvik Coastal Airways,Lubango,de Havilland Canada DHC-6 Twin Otter 200,10,2,2
1983,Aeroflot,Leshukonskoye,Antonov AN-24,44,5,44
1984,Royal Jordanian Air Force,Amman,CASA 212-A3 Aviocar 100,0,13,13
1984,Aeroflot,Novoagansk,Mi-6,71,5,38
1984,Skycraft Air Transport,Saint Louis,Douglas DC-3,0,2,1
1984,Balkan Bulgarian Airlines,Sofia,Tupolev TU-134A,45,5,50
1984,North East Bolivian Airways,Cochabamba,Douglas EC-54U,0,3,1
1984,Aeroflot,Izhevsk,Antonov An-24RV,47,4,4
1984,Britt Airways,Terre Haute,Swearingen SA.226TC Metro II,1,2,3
1984,Ethiopian Air Force,Debre Zelt,Antonov AN-12,33,5,26
1984,Salvadoran Air Force,San Gerardo,Bell UH-1H,0,28,28
1984,Scandinavian Airlines,JFK Airport,McDonnell Douglas DC-10-30,163,14,0
1984,Aerosucre Colombia,Barranquilla,Curtiss C-46A,2,4,4
1984,Lloyd Aereo Boliviano,San Borja,Fairchild F-27M,20,3,23
1984,U.S. Marine Corps,Hunghae,Sikorsky CH-53D,0,29,29
1984,Frigorifico Reyes,Rurrenabaque,Douglas C-54,2,3,5
1984,State Airlines,Bimini,Cessna 402B,5,1,6
1984,VOTEC,Imperatriz,Embraer 110EJ Band,31,4,19
1984,Egyptian Air Force,Elbet Beni Salama,McDonnel F-4E Phantom II,0,2,2
1984,Zantop International Airlines,Chalkhill,Lockheed L-188AF Electra,1,3,4
1984,Air Continental,Windsor Locks,Learjet 23A,1,2,3
1984,Air Taxi - Racos Corp.,Island Beach,Aerospeciale AS-350D,1,2,3
1984,TAM Lineas Aéreas Regional,Sao Pedro d' Aldeia,Embraer 110C Bandeirante,16,2,18
1984,Philippine Air Force,Buenavista,Bell UH-1H,0,30,30
1984,U.S. Air Force,Sigonella AFB,Lockheed C-141B,1,8,9
1984,South Pacific Island Airways,Tau Island,de Havilland Canada DHC-6 Twin Otter 300,11,3,1
1984,Vieques Air Link,Vieques,Britten-Norman BN-2A Islander,8,1,9
1984,Aeroflot,Nawabshah,Antonov AN-12BP,15,9,24
1984,Bangladesh Biman,Dacca,Fokker F-27 Friendship 600,45,4,49
1984,Aviation Enterprises,Memphis,Douglas DC-3,1,2,3
1984,Airfast Indonesia,Wamena,Douglas C-47A,1,2,2
1984,Wings West Airlines,San Luis Obispo,Beechcraft C99,13,4,17
1984,Cameroon Airlines,Douala,Boeing B-737-2H7C,109,7,2
1984,Talair,New York,Britten-Norman BN-2A-20 Islander,9,2,9
1984,Provincetown - Boston Airlines,Naples,Cessna 402C,5,1,1
1984,MMM Aero Services,the Kwango River,Handley Page Dart Herald 202,25,5,30
1984,APRL,Opole,Antonov An-2T,22,3,11
1984,AECA Cargo,Quito,McDonnell Douglas DC-8F-55,0,4,4
1984,Russian Air Force,Sarakchar,Antonov AN-12,45,5,50
1984,Nahanni Air Services,Fort Franklin,de Havilland Canada DHC-6 Twin Otter 100,6,1,7
1984,Labradore Airways,Goose Bay,de Havilland Canada DHC-6 Twin Otter 100,2,2,4
1984,Aeroflot,Omsk,Tupolev TU-154B,170,9,174
1984,Soviet Air Force,Kabul,Ilyushin IL-76M,7,4,11
1984,Village Airways,Davao,Douglas C-47B,0,4,4
1984,TAME,Loja,de Havilland Canada DHC-6 Twin Otter 300,12,2,14
1984,Aeroflot,Kostroma,LET 410 M,15,2,17
1984,Provincetown - Boston Airlines,Jacksonville,Embraer 110P1 Bandeirante,11,2,13
1984,Fuerza Aérea del Peru,Jaen,de Havilland Canada DHC-6 Twin Otter 300,18,3,21
1984,Royal Nepal Airlines,Bhojpur,de Havilland Canada DHC-6 Twin Otter 300,20,3,15
1984,Aeroflot,Kranoyarsk,Tupolev TU-154B-2,104,7,110
1985,Eastern Air Lines,La Paz,Boeing B-727-225 Adv,19,10,29
1985,TPI International Airways,Kansas City,Lockheed L-188AF Electra,0,3,3
1985,CAAC,Jinan,Antonov AN-24B,34,7,38
1985,Cubana de Aviacion,Havana,Ilyushin IL-18D,33,5,38
1985,Air Taxi - EMS,Carson,Bell 206 L-1,2,1,3
1985,Galaxy Airlines,Reno,Lockheed L-188A Electra,65,6,70
1985,U.S. Air Force,Puerto Castilla,Lockheed C-130A,16,5,21
1985,AIRES Colombia,Buga,Embraer 110P1 Bandeirante,15,2,17
1985,Aerolineas Centrales de Colombia,Cerro el Plateado,de Havilland Canada DHC-6 Twin Otter 300,21,2,23
1985,Aeroflot,Minsk,Tupolev TU-134A,74,6,58
1985,North Pacific Airlines,Soldotna,Beech Queen Air 65-A80,8,1,9
1985,Iberia Airlines,Minsk,Boeing B-727-256,141,7,0
1985,China Airlines,San Francisco,Boeing B-747-SP-09,251,23,148
1985,Air Mali,Timbuktu,Antonov AN-24V,49,2,50
1985,U.S. Air Force,Valdez,Boeing RC-135T,0,3,3
1985,U.S. Air Force,Fort Hood,Lockheed C-130E Hercules,0,6,6
1985,SATENA,Florencia,Fokker F-28 Fellowship 3000,40,6,46
1985,YPF,Salta,HS-125-700B,5,2,7
1985,Thai Airways,Phuket,Boeing B-737-200,4,7,11
1985,American Airlines,Las Cruces,Boeing B-727-227,81,8,0
1985,Carga Aereo Transportada,Santa Rosa,Convair CV-440,1,3,4
1985,Aeronica,Kulusuk,Fokker F-27 Friendship 100,0,5,2
1985,Aeroflot,L'vov,Tupolev TU-134A,73,3,76
1985,U.S. Marine Corps,Tanegashima,CH-53D,15,2,17
1985,Avensa,Cabimas,Convair CV-580,8,5,2
1985,General Aviation Inc.,Nashville,Grumman G-159 Gulfstream I,0,2,2
1985,Trans World Airlines,Athens,Boeing B-727-231,145,8,1
1985,TABA,Juara,Embraer 110P Bandeirante,15,2,17
1985,Air India,Ireland,Boeing B-747-237B,307,22,329
1985,Aeroflot,Uchuduk,Tupolev TU-154B-2,191,9,200
1985,Fuerza Aérea Colombiana,Leticia,Douglas DC-6B,76,4,80
1985,Delta Air Lines,Ft. Worth-Dallas,Lockheed L-1011-1 TriStar,152,11,134
1985,Merpati Nusantara Airlines,Mulia,de Havilland Canada DHC-6 Twin Otter 300,16,3,8
1985,Japan Air Lines,Mt. Osutaka,Boeing B-747-SR46,509,15,520
1985,Alyemda Airlines,Aden,Boeing 707-336C,65,8,3
1985,British Airtours,Manchester,Boeing B-737-236,131,6,55
1985,Bar Harbor Airlines,Auburn,Beechcraft 99,6,2,8
1985,U.S. Air Force,Beale AFB,Boeing KC-135A,0,7,7
1985,Ariana Afghan Airlines,Kandahar,Antonov AN-26,47,5,52
1985,Midwest Express,Milwaukee,McDonnell Douglas DC-9-14,27,4,31
1985,Soviet Air Force,Afghanistan,Antonov AN-12,22,4,26
1985,MAP,Kharkov,Antonov An-12,4,5,9
1985,Air Carriers Express Services Inc,Jenkinsburg,Cessna 208 Caravan I,16,1,17
1985,Nordeste Linhas Aéreas,Vitória da Conquista,Embraer 110C Bandeirante,0,2,2
1985,Pel Air,South Head,IAI 1124 Westwind,0,2,2
1985,Sabeni,Beni,Curtiss C-46D,0,2,2
1985,Mountain Air Cargo,Homer City,de Havilland Canada DHC-6 Twin Otter 200,0,1,1
1985,Aeroflot,Kutayissi,Yakovlev YAK-40,10,4,14
1985,Burma Airways,Putao,Fokker F-27 Friendship 600,2,2,4
1985,U.S. Air Force,Dothan,Convair CV-340,0,4,4
1985,Indonesian Air Force,Sibyak,Lockheed C-130H Hercules,0,11,11
1985,EgyptAir,Luqa,Boeing B-737-266,97,6,60
1985,Angolan Air Force,Luassingua,Antonov AN-26,0,22,22
1985,Arrow Airways,Gander,McDonnell Douglas DC-8 Super 63PF,248,8,256
1985,Royal Nepalese Air Force,Dhangadhi,Short SC7- Skyvan,22,3,25
1985,Private,De Kalb,Douglas DC-3,7,2,7
1986,Aerovias de Guatemala SA,Peten,Sud-Aviation Caravelle VI-N,88,6,94
1986,Air Taxi,Ellendale,Bell 296B,2,1,3
1986,VASP,Sao Paulo,Boeing B-737-2A1,67,5,1
1986,Aerocalifornia,Las Lomitas,Douglas DC-3A-178,18,3,21
1986,GLM Aviation,Kasongo,Lockheed L-188AF Electra,10,4,2
1986,China Airlines,Makung,Boeing B-737-281,6,7,13
1986,Aeroflot,Bugulma,Antonov AN-24B,34,4,38
1986,Simmons Airlines,Alpena,Embraer 110P1 Bandeirante,7,2,3
1986,Merpati Nusantara Airlines,Naha,CASA 212 Aviocar 100,14,2,2
1986,Goose Bay Air Services,Goose Bay,de Havilland Canada DHC-3 Otter,4,1,4
1986,Ministerstvo Obshchestvo Mashinostroyeniya,Omsk,Antonov An-12AP,3,6,9
1986,French Air Force,Bangui,Sepecat Jaguar A,0,2,0
1986,Mozambique Air Force,Pemba,Antonov AN-26,51,3,49
1986,Mexicana,Maravatio,Boeing B-727-264,159,8,167
1986,Trans World Airlines,Athens,Boeing B-727,114,7,4
1986,U.S. Air Force,Magdalena,Lockheed HC-130P Hercules,0,11,11
1986,ACES Colombia,Saravena,de Havilland Canada DHC-6 Twin Otter 300,11,2,13
1986,El Salvador Air Force,San Salvador,Douglas DC-6,33,4,37
1986,Republic of China Air Force,Taipei,Bell UH-1H,0,22,22
1986,Air Lanka,Colombo,Lockheed L-1011-100,128,22,22
1986,French Naval Aviation,Djibouti,Dassault Breguet Atlantique,14,5,19
1986,Armée de l'Air Malgache,Antananarivo,Douglas C-47,0,13,13
1986,EgyptAir,Cairo,Fokker F-27 Friendship 500,21,5,23
1986,Loganair,Port Ellen,de Havilland Canada DHC-6 Twin Otter 300,14,2,1
1986,Grand Canyon Airlines,Grand Canyon,de Havilland Can. DHC-6 -300/ Bell 206B,22,3,25
1986,Aeroflot,Syktyvar,Tupolev TU-134A,86,6,54
1986,Zimbabwe Air Force,Maputo,Douglas C-47A,13,4,17
1986,Leeward Islands Air Transport,St. Vincent,de Havilland Canada DHC-6 Twin Otter 300,11,2,13
1986,Honduran Air Force,Wampusirpi,Lockheed C130D,53,6,59
1986,Sudan Airways,Malakal,Fokker F-27 Friendship 400M,57,3,60
1986,Southwest Airlift,Texarkana,Howard 250,0,2,2
1986,Aeromexico,Cerritos,MD Douglas DC-9-32,58,9,67
1986,Pan American World Airways,Karachi,Boeing B-747-121,364,20,16
1986,U.S. Air Force,Hopkinsville,Lockheed C-130A Hercules,0,4,3
1986,Atlantic Southeast Airlines,Mantiqueira,Embraer 120RT Brasilia,3,2,5
1986,Eastindo,Manado,Short SC-7 Skyvan Variant,10,3,13
1986,Southern Air Transport,San Antonio,Lockheed L-100-30 Hercules,0,3,3
1986,Aeroflot,Ust-Maya,LET 410MT Turbojet,12,2,14
1986,Iran Air,Chiraz,Boeing 737-286,75,5,3
1986,Government of Mozambique,Komatipoot,Tupolev TU-134A,35,9,34
1986,Aeroflot,Kuybyshev,Tupolev TU-134A,85,8,70
1986,Private - WNBC,Manhattan,Enstrom F-28F,1,1,2
1986,Pakistan International Airlines,Peshawar,Fokker F-27 Friendship 600,49,5,13
1986,Nicaraguan Air Force,Managua,Mil Mi-17,20,3,21
1986,Iranian Air Force,Zahedan,Lockheed C-130,96,7,103
1986,British Internationals,Sumburgh Head,Boeing-Vertol Chinook,45,2,45
1986,Afghan Republican Air Force,Sarowbi,Ilyushin IL-18,35,5,40
1986,Aeroflot,Berlin,Tupolev TU-134A,73,9,72
1986,CAAC,Lanzhou,Antonov AN-24RV,37,7,6
1986,Iraqi Airways,Arar,Boeing B-737-270C,91,15,63
1986,Sunflower Airlines,Nasaso,de Havilland DH-114 Heron 2B,12,2,11
1987,Spanish Air Force.,Bata,CASA 212-100,19,3,22
1987,Varig,Abidjan,Boeing B-707-379C,39,12,50
1987,Ethiopian Air Force,Asmara,Antonov AN-12,49,5,54
1987,Skywest Airlines,Salt Lake City,Swearingen SA-226TC,8,2,10
1987,Aeroflot,Tashkent,Yakovlev YAK-40,5,4,9
1987,Talair,Papua,Embraer 110P2 Bandeirante,15,2,14
1987,Afghan Republican Air Force,Khost,Antonov AN-26,30,6,36
1987,Northwest Airlink,Detroit,CASA 212 Aviocar 200,20,2,9
1987,Aeroflot,Almaty,Antonov An-26,4,5,9
1987,U.S. Air Force,Spokane,Boeing KC-135,0,6,6
1987,California Air National Guard,Mount San Gorgonio,F-4C Phantom jet fighter,0,2,2
1987,Afghan Republican Air Force,Parachinar,Antonov AN-26,36,4,40
1987,Garuda Indonesia Airlines,Medan-Polonia,McDonnell Douglas DC-9-32,37,8,27
1987,Burlington Air Express,Kansas City,Boeing 707-351C,1,3,4
1987,Air-Lift Commuter,Wilmington,Swearingen SA-26TC Metro II,0,2,2
1987,Sasco Air Lines,Malakal,Cessna 404 Titan II,12,2,14
1987,American Eagle,Mayaguez,CASA 212 Aviocar 200,4,2,2
1987,LOT Polish Airlines,Warsaw,Ilyushin IL-62M,172,11,183
1987,Air Manitoba,Pickle Lake,Douglas C-47B,0,2,2
1987,YPFB Transportes Aereos,Santa Cruz,de Havilland Canada DHC-6 Twin Otter 300,13,3,14
1987,Merpati Nusantara Airlines,Ruteng,de Havilland Canada DHC-6 Twin Otter 300,6,2,8
1987,Missionary Aviation Fellowship,Ilaga,de Havilland Canada DHC-6 Twin Otter 100,29,1,7
1987,Bakhtar Afghan Airlines,Khost,Antonov AN-26,48,5,53
1987,Peruvian Air Force,Montelillo,Antonov AN-26,40,6,46
1987,Aeroflot,Berdiansk,Yakovlev YAK-40,24,5,8
1987,Burma Airways,Heho,Fokker F-27 Friendship 200,41,4,45
1987,Philippine Air Lines,Baguio,Hawker Siddeley HS-748-209 Srs. 2,46,4,50
1987,U.S. Air Force,Fort Bragg AFB,Lockheed C-130E Hercules,0,6,4
1987,Air Afrique,Geneva,McDonnell Douglas DC-10-30,0,1,1
1987,Belize Air International Ltd.,Mexico City,Boeing B-377 Stratofreighter,10,2,5
1987,LAN,Calama,Boeing B-737-2A1,30,3,2
1987,Northwest Airlines,Romulus,McDonnell Douglas MD-82,149,6,154
1987,Thai Airways,Ko Phuket,Boeing B-737-2P5,74,9,83
1987,Brazilian Air Force,Carajas,Hawker Siddeley HS-125-403B,7,2,9
1987,Aeroflot,Kunduz,Antonov AN-26,13,2,15
1987,EgyptAir,Luxor,Airbus A.300B4-203,0,5,5
1987,Aeroejecutivos Colombia,El Poleo,de Havilland Canada DHC-6 Twin Otter 310,7,2,2
1987,Burma Airways,Pagan,Fokker F-27 Friendship 500,45,4,49
1987,Aero Transporti Italiani,Mt. Crezzo,Aerospatiale Alenia ATR-42-312,34,3,37
1987,MAP,Komsomolsk-on-Amur,Antonov An-12B,2,7,9
1987,U.S. Air Force,Indianapolis,A-7D Corsair,0,11,10
1987,Air Malawi,Ulongue,Shorts SC-7 Skyvan 3-100,8,2,10
1987,Continental Airlines,Denver,McDonnell Douglas DC-9-14,77,5,28
1987,Ryan Air Services,Homer,Beechcraft 1900C,19,2,18
1987,South African Airways,Mauritius,Boeing B-747-244B Combi,140,19,159
1987,Korean Airlines,Over the Andaman Sea,Boeing B-707-3B5C,104,11,115
1987,Cooper Skybird Air Charters,Kishwati,Cessna 404 Titan,13,1,14
1987,Pacific Southwest Airlines,San Luis Obispo,British Aerospace BAe-146-200A,38,5,43
1987,Peruvian Naval Aviation,Lima,Fokker F-27 Friendship 400M,37,6,42
1987,Philippine Air Lines,Iligan,Shorts 360-300,11,4,15
1987,Philippine Air Lines,Iligan,Shorts 360-300,11,4,15
1987,Air Littoral,Bordeaux,Embraer 120 Brasilia,13,3,16
1987,Air Taxi - Petroleums Inc.,Eugene Island,Aerospatiale SA-330J,13,2,15
1987,Merpati Nasantara Airlines,Pacific Ocean,de Havilland Canada DHC-6 Twin Otter 300,14,3,17
1988,Condor Flugdienst,Izmir,Boeing B-737-230A,11,5,16
1988,China Southwest Airlines,Chungking,Ilyushin IL-18D,98,10,9
1988,Aeroflot,Krosnovodsk,Tupolev TU 154B-2,137,6,108
1988,ETA - Empresa Transportes Aéreos,Mt. Colorado,Curtiss C-46A-55,6,3,9
1988,Trans Colorado AL,Bayfield,Swearingen SA.227AC Metro,15,2,11
1988,Taiwan Airlines,Green Island,Britten-Norman BN-2A-26 Trislander,10,1,10
1988,Aeroflot,Nizhnevartovsk,Yakovlev YAK-40,27,4,27
1988,Fuerza Aérea Panamena,Panama,CASA 212 Aviocar 200,14,2,16
1988,NFD - Nurnberger Flugdienst,Mulheim,Swearingen SA.227AC Metro III,19,2,21
1988,AV Air,Cary,Swearingen SA227-AC,10,2,12
1988,Talia Airways,Ercan,Boeing B-727-2H9A,9,6,15
1988,Aeroflot,Surgut,Tupolev TU-134A,45,6,20
1988,Commercial Airways,Johannesburg,Embraer 110P1 Bandeirante,15,2,17
1988,Transport Arien Transregional,Fontainebleau,Fairchild FH-227B,20,3,23
1988,U.S. Army,Clarksville,Sikorsky UH-60A,0,17,17
1988,AVIANCA,Santander,Boeing B-727-21,136,7,143
1988,Arax Airlines,Cairo,Douglas DC-8-55F,0,4,4
1988,Kuwait Airways,Combi,Boeing B-747-200,0,2,2
1988,Afghan Republican Air Force,Mazâr-e Charif,Antonov AN-26,26,3,29
1988,United Airways,Hennenman,Douglas DC-3C,21,3,24
1988,Aeroflot,Bagdarin,Let 410UVP Turolet,15,2,17
1988,Cuban Air Force,Tchamulate,Antonov AN-26,26,3,29
1988,Aloha Airlines,Maui,Boeing B-737-297,90,5,1
1988,Wideroe's Flyveselksap,Broennoysund,de Havilland Canada DHC-7-102,33,3,36
1988,TACA,New Orleans,Boeing B-737-3T0,38,7,0
1988,Starair,Hannover,Fokker F-27 Friendship 600,0,2,2
1988,Aeronica,Puerto Limon,Douglas DC-6,0,6,6
1988,Austral Lineas Aeras,Posadas,McDonnell Douglas MD-81,16,6,22
1988,Mozambique Air Force,Central Mozambique,Mil Mi-8,0,21,21
1988,Air France,Habsheim,Airbus A320-111,130,6,3
1988,Iran Air,Bandar Abbas,Airbus A300B2-203,278,12,290
1988,Lineas Aéreas Suramericanas,Barranquilla,Canadair CL-44J,0,8,8
1988,TACA,Golden Meadow,Douglas C-118A,0,3,3
1988,Angola Air Charter,Lagos,Boeing 707-328C,0,6,6
1988,Balkan Bulgarian Airlines,Sofia,Yakovlev YAK-40,33,4,29
1988,Afghan Republican Air Force,Northern Afghanistan,Antonov AN-22,35,4,39
1988,Pakistan Air Force,Bahawalpur,Lockheed C-130B Hercules,0,30,30
1988,Aeroflot,Irkutsk,Let 410MU,2,2,4
1988,CAAC,Kowloon Bay,Hawker Siddeley HS-121 Trident 2E,78,11,1
1988,Transporte Aereo Federal,Cerro de la Calera,Embraer 110P1 Bandeirante,18,2,7
1988,Aerocaribe,Merida,Convair CV-240,0,14,14
1988,Delta Air Lines,Dallas,Boeing B-727-232 Adv,101,7,20
1988,Hang Khong,Bangkok,Tupolev TU-134A,84,6,76
1988,TAME Ecuador,Lago Agrio,Lockheed L-188A Electra,1,6,7
1988,Ethiopian Airlines,Bahar Dar,Boeing B-737-230,98,6,35
1988,Afghan Republican Air Force,Miram,Antonov AN-26,0,34,34
1988,Aramar,Sao Pedro da Aldeia,Beech King Air F90,7,1,8
1988,Aeroflot,Batagay,Antonov 12BP,0,6,6
1988,Shanxi Airlines,Linfen,Ilyushin IL-14P,44,4,44
1988,U.S. Air Force,Wurtsmith AFB,Boeing KC-135A,0,17,6
1988,Uganda Airlines,Rome,Boeing B-707-338C,45,7,33
1988,Indian Airlines,Ahmedabad,Boeing B-737-2A8,124,5,124
1988,Vayudoot,Gauhati,Fokker F-27 Friendship 100,31,3,34
1988,Aero Peru,Juliaca,Fokker F-28 Fellowship 1000,65,4,12
1988,LOT Polish Airlines,Rzeszow,Antonov AN-24B,25,4,1
1988,Wasa Wings,Ilmajoki,Embraer 110P1 Bandeirante,10,2,6
1988,Air Littoral,Montluçon,Swearingen SA-226TC Metro II,2,2,4
1988,Aero Club Libya,Hamada al Hambra,de Havilland Canada DHC-6 Twin Otter 300,12,2,14
1988,Aeroflot,Kodinsk,Let 410UVP,12,2,6
1988,T & G Aviation,Bîr Mogreïn,Douglas DC-7CF,0,5,5
1988,Afghan Republican Air Force,Afghanistan,Antonov AN-32,0,25,25
1988,Russian Air Force,Leninakan,Ilyushin IL-76,74,9,77
1988,GAS Air,Luxor,Boeing B-707-321C,5,3,8
1988,Pan American World Airways,Lockerbie,Boeing B-747-121A,243,16,259
1989,British Midland Airways,Leicestershire,Boeing B-737-4Y0,118,8,47
1989,U.S. Air Force,Abilene,Boeing KC-135A,12,7,19
1989,Burma Airways,Rangoon,Fokker F-27 Friendship 600,25,4,26
1989,RAM,Marseille,Vickers 952F Vanguard,0,3,3
1989,Independent Air Inc.,Santa Maria,Boeing B-707-331B,137,7,144
1989,Flying Tiger Line,Kuala Lumpur,Boeing 747-249F,0,4,4
1989,United Air Lines,Honolulu,Boeing B-747-122,338,18,9
1989,Transfair,Quebec City,Douglas C-47A,0,2,2
1989,Air Ontario,Dryden,Fokker F-28 Fellowship 1000,65,4,24
1989,Aero Condor,Lima,Britten Norman BN-2A Trislander,9,1,10
1989,Mid Pacific Air,West Lafayette,NAMC YS-11A-300F,0,2,2
1989,Evergreen International Airlines,Carswell AFB,McDonnell Douglas DC-9-33RC,0,2,2
1989,U.S. Marine Corps,Pohang,Sikorsky CH-53D,30,4,19
1989,Transbrasil,Guarulhos,Boeing B-707-349C,0,3,3
1989,Europe Aero Service EAS,Col de Tourniol,Fairchild FH-227B,19,3,22
1989,SATENA,Cucuta,Pilatus PC-6 Turbo Porter,10,1,11
1989,Aerosucre Colombia,Baranquilla,Aérospatiale SE-210 Caravelle,2,3,5
1989,Aero Cozumel,Cancun,Britten Norman BN-2A Trislander II,17,2,6
1989,Holmstoem Air,Oskarshamn,Beechcraft 99,14,2,16
1989,Aero Asahi,Tainjin,Bell 412,0,10,10
1989,Surinam Airways,Paramaribo,McDonnell Douglas DC-8 Super 62,178,9,176
1989,Aerotaca,Vereda el Salitre,de Havilland Canada DHC-6 Twin Otter 300,20,2,6
1989,Interflug,Berlin,Ilyushin IL-62MK,103,10,20
1989,Ariana Afghan Airlines,Zabol,Antonov AN-26,35,4,6
1989,Fuerza Aérea del Peru,Tarma,de Havilland Canada DHC-5D Buffalo,57,5,62
1989,Formosa Airlines,Kaohsiung,Cessna 404 Titan Courier II,11,2,12
1989,Somali Airlines,Borana,Fokker F-27 Friendship 600RF,24,6,3
1989,Cameroon Airlines,Yaounde,Hawker Siddeley HS-748-435 Srs. 2,45,2,30
1989,Calair,Cartersville,Dassault Falcon 20,0,2,2
1989,United Air Lines,Sioux City,McDonnell Douglas DC-10-10,287,11,112
1989,Air Taxi - Centre Airlines Inc.,Glen Burnie,Beech E18S,4,1,2
1989,Aeroflot,Talourow Island,Antonov AN-26,6,4,10
1989,Philippine Air Lines,Manila,BAC One-Eleven 516FP,91,7,3
1989,Talair,Porgera,de Havilland Canada DHC-6 Twin Otter 300,20,2,1
1989,Afghan Republican Air Force,Jalalabad,Mil Mi-8,0,30,30
1989,Angolan Air Force,Chana,Antonov AN-26,44,4,42
1989,Universal Airlines,Ullung Do,Sikorsky S-58T,0,13,13
1989,Korean Airlines,Tripoli,McDonnell Douglas DC-10-30,181,18,75
1989,Air Freight New Zealand,Auckland,Convair CV-580,0,3,3
1989,Olympic Aviation,Samos,Shorts 330-200,31,3,34
1989,RRC Air Service,Gambela,de Havilland DHC-6 Twin Otter 300,13,3,16
1989,Aspring Air,Midford Sound,Britten-Norman BN-2A-26 Trislander,9,1,10
1989,Private,Janice,Cessna 177RG,1,1,2
1989,China Eastern Airlines,Shanghai,Antonov AN-24RV,34,6,34
1989,Pakistan International Airlines,Gilgit,Fokker F-27 Friendship 200,49,5,54
1989,Varig,Sao Jose do Xingu,Boeing B-737-241,48,6,13
1989,Cubana de Aviacion,Havana,Ilyushin IL-62M,115,11,126
1989,Partnair,Skagerrak,Convair CV-580,50,5,55
1989,Merpati Nusantara Airlines,Bentuni,de Havilland Canada DHC-6 Twin Otter 300,19,3,22
1989,Wehite Cap Aviation,Mayfield,Beech King Air B100,5,1,6
1989,Union des Transportes Aeriens,Bilma,McDonnell Douglas DC-10-30,156,15,171
1989,USAir,New York,Boeing B-737-401,57,6,2
1989,Boeing KC-135E,Fairbanks,U.S. Air Force,0,2,2
1989,Afghan Republican Air Force,Centeral Afghanistan,Mil Mi-8,0,26,26
1989,Afghan Republican Air Force,Baghran,Mil Mi-17,0,24,24
