Year,Operator,Location,AC Type,Passengers,Crew,Fatalities
1995,ADES Colombia,Cerro San Jeronimo,Curtiss C-46F,5,4,9
1995,U.S. Air Force,Boise,Lockheed C-130E Hercules,0,6,6
1995,Knight Air,Leeds,Embraer 110 P1 Bandeirante,9,3,12
1995,LACOL,Miraflores,Douglas DC-3C,9,2,2
1995,Senegalair,Mbour,Piper PA-31-310 Navajo,8,2,6
1995,Ansett New Zealand,Palmerston North,de Havilland Canada DHC-8-102,18,3,5
1995,Volga Air,Volgograd,Antonov 2R,0,12,12
1995,Aeroflot,Herputchi,Antonov AN-2,12,2,13
1995,Angolan Air Force,Cuvela,CASA 212-200 Aviocar,45,3,48
1995,Harka Air Services,Lagos,Tupolev TU-134A,74,6,16
1995,Salair,La Romana,Convair CV-440,0,2,2
1995,Garamut Aviation,Kiunga,de Havilland Canada C-7A Caribou,1,2,3
1995,Milne Bay Air,Gumey,de Havilland Canada DHC-6 Twin Otter 300,13,2,15
1995,Merpati Nusantara Airlines,Bintuni,de Havilland Canada DHC-6 Twin Otter 300,16,2,1
1995,Madagascar Air Force,Antananivo,Douglas C-47A,29,5,34
1995,Transniugini Airways,Karamui,Britten-Norman BN-2A Islander,1,1,2
1995,Aero Air,Johannesburg,Antonov An-2R,0,3,3
1995,Bourag Indonesia Airlines,Kaimana,Hawker Siddeley HS-748 2A,6,4,10
1995,Aviateca,Mt. Chichontepec,Boeing B-737-2H6,58,7,65
1995,AIRES Colombia,Nevada del Huila,Embraer 110P1 Bandeirante,8,2,10
1995,Atlantic Southeast Airlines,Carrollton,Embraer 120-RT Brasilia,26,3,10
1995,North Star Air Cargo,Farewell,Shorts SC-7 Skyvan,0,1,1
1995,Adventure Airlines,Beaver Dam,Cessna 421C Golden Eagle,7,1,8
1995,Royal Air Force,Toronto,British Aerospace Nimrod MR-2P,0,7,7
1995,SAETA,La Macarena,CASA 212 Aviocar 200,18,4,21
1995,Ariana Afghan Airlines,Jalalabad,Antonov AN-26B,44,7,3
1995,Sri Lanka Air Force,Colombo,Antonov AN-32,76,5,81
1995,Malaysia Airlines,Tawau,Fokker 50,49,4,34
1995,MIAT - Mongolian Airlines,Moron,Antonov AN-24RV,37,6,42
1995,U.S. Air Force,Anchorage,Boeing B-707,20,4,24
1995,Norilsk Flight Company,Sterligov Cape,Mil Mi-8T,10,5,15
1995,Western Straits Air,Campbell River,De Havilland Dash-3,9,1,8
1995,Sabang Merauke Raya Air Charter,Gunung Antara,CASA 212,12,2,1
1995,Kirghizia Aba Zaoldoru,Barskoon,Mil Mi-8MTV-1,12,3,15
1995,Argentine Air Force,Luyaba,Fokker F-27 Friendship 500,48,5,53
1995,American Airlines,East Granby,McDonnell Douglas MD-83,73,5,0
1995,Nigeria Airways,Kaduna,Boeing B-737-2F9,129,8,9
1995,Sri Lanka Air Force,Jaffna Peninsula,Antonov AN-32,57,6,63
1995,Sabah Air,Labuan,Bell 412,8,2,10
1995,Azerbaijan Airlines,Baku,Boeing 707-323C,0,6,2
1995,Cameroon Airlines,Douala,Boeing B-737-2K9,72,6,72
1995,Azerbaijani Airlines,Nakhichevan,Tupolev TU-134B-3,76,6,54
1995,Far East Aviation,Grossevichi,Tupolev TU-154B,90,8,98
1995,Romanian Banat Air,Verona - Villafranca,Antonov AN-24B,41,8,49
1995,Trans Service Airlift,Cahungula,Lockheed L-188C Electra,139,5,141
1995,American Airlines,Buga,Boeing B-757-223,156,8,160
1995,Island Airways,Bagasin,Britten Norman BN-2A-21 Trislander,11,1,2
1996,Mustique Airways,Bridgetown,Britten-Norman BN-2A-27 Islander,9,1,1
1996,African Air,Kinshasa,Antonov AN-32B,0,6,2
1996,Nigerian Air Force,Kano,British Aerospace BAe-125-700B,10,4,14
1996,Sri Lanka Air Force,Point Pedro,Mil Mi-17,0,39,39
1996,Lineas Aereas del Caribe,Asuncion,McDonnell Douglas DC-8-55F,1,3,4
1996,Business Air Connection,St. Johns,ConvairCV-440,2,2,4
1996,Alas Nacionales,Puerto Plata,Boeing B-757-225,176,13,189
1996,Hati Express,Port-au-Prince,GAF Nomad N-24A,13,2,11
1996,Sudanese Air Force,Jabal Awliya,Lockheed C-130H,85,6,91
1996,Aero Tropical,Lukapa,Antonov 12BP,3,5,8
1996,Compania de Aviacion Faucett SA,Arequipa,Boeing B-737-222,117,6,123
1996,Peruvian Army Aviation,Mesones Muro,Mil Mi-17,0,23,23
1996,Akhal Air,Karabogazgol Bay,Mil Mi-8T,9,3,12
1996,U.S. Air Force,Dubrovnik,Boeing B-737-T43,29,6,35
1996,Formosa Airlines,Matsu Island,Dornier 228-212,15,2,6
1996,Krasnoyarskie Avialinii,Petropavlovsk,Ilyushin IL-76TD,11,9,20
1996,Private,Cheyenne,Cessna 177B,2,1,3
1996,Federal Airlines,Haj Yousif,Antonov AN-24,48,5,53
1996,Buffalo Narrows Airways,Terrace,de Havilland Canada DHC-3 Otter,0,2,2
1996,Aeroservicios Empresariales de Durango,Otaez,de Havilland Canada DHC-6 Twin Otter 200,17,2,16
1996,ValuJet,Everglades,McDonnell Douglas DC-9-32,105,5,110
1996,Milne Bay Air,Oumba,Britten Norman BN-2A-20 Trislander,9,1,1
1996,Loganair,Griesta,Britten-Norman BN-2A-26 Islander,2,1,3
1996,Hoseba,Kinshasa,Ilyushin 76MD,2,8,10
1996,Iran Air,Rasht,Boeing 727-286,0,7,7
1996,Australian Army Aviation,Rollingstone,Sikorsky S-70,0,18,18
1996,Garuda Indonesia Airlines,Fukuoka,McDonnell Douglas DC-10-30,260,15,3
1996,China Flying Dragon Aviation,Shanghai,Harbin Yunshuji Y-12-II,9,3,2
1996,Delta Air Lines,Pensacola,McDonnell Douglas MD-88,137,5,2
1996,Milne Bay Air,Papua,de Havilland Canada DHC-6 Twin Otter 300,19,1,20
1996,Archana Airlines,Kanda,Let 410,6,3,9
1996,Belgian Air Force,Eindhoven,Lockheed C-130H,37,4,34
1996,Trans World Airlines,East Moriches,Boeing B-747-131,212,18,230
1996,Aerolatino,Playa del Carmen,de Havilland Canada DHC-6 Twin Otter 300,16,2,1
1996,Northern Air Cargo,Russian Mission,Douglas DC-6A,1,3,4
1996,Myanmar Airways,Mergui,Fokker F-27 Friendship 600,44,5,8
1996,First Air,Markham Bay,de Havilland Canada DHC-6 Twin Otter 300,0,2,2
1996,Air North,Bronson Creek,Douglas DC-4,0,3,1
1996,U.S. Air Force,Jackson Hole,Lockheed C-130H Hercules,1,8,9
1996,Harbour Air,Alliford Bay,de Havilland Canada DHC-3 Turbo Otter,2,1,3
1996,Spair Air Transport,Belgrade,Ilyushin IL-76T,2,10,12
1996,Vnokovo Airlines,Longyearbyen,Tupolev TU-154M,129,12,141
1996,Dutch Dakota Association,Waddenzee,Douglas DC-3C,26,6,32
1996,Aeroperu,Pasamayo,Boeing B-757-200,61,9,70
1996,Malu Aviation,Kahemba,de Havilland Canada DHC-6 Twin Otter 200,19,2,6
1996,Savanair,Lukapa,Antonov 12B,13,6,6
1996,Aeroflot,San Francesco al Campo,Antonov An-124,0,23,2
1996,Million Air,Manta,Boeing B-707-323C,0,4,4
1996,Tyumen Aviatrans,Khanty,Yakovlev YAK-40,30,4,5
1996,TAM,Sao Paolo,Fokker 100,89,6,95
1996,Transported Areos Profesionales - TAPSA,Tikal,Embraer 110P1 Bandeirante,14,2,16
1996,Jetcom S.A.,Aubusson,Cessna 421C Golden Eagle,7,1,8
1996,Aviation Development Corporation,Lagos,Boeing B-727-231,134,9,143
1996,Saudi Arabian Airlines,Charkhi Dadri,Boeing B-747-168B,316,33,349
1996,Komi Avia,Bolchaïa Pyssa,Antonov AN-2,13,2,14
1996,United Express,Quincy,Beechcraft 1900-C,10,4,14
1996,U.S. Air Force,Cape Mendocino,Lockheed HC-130P Hercules,0,11,10
1996,Ethiopian Airlines,Mitsamiouli,Boeing B-767-260ER,163,12,127
1996,Russian Air Force,Abakan,Ilyushin IL-76MD,19,4,23
1996,ACES Colombia,Medellin,de Havilland Canada DHC-6 Twin Otter 300,13,2,14
1996,Dirgantara Air Services,Banjarmasin,CASA 212 Aviocar 100,15,2,16
1996,Emery Worldwide,Boise,Douglas C-47A,0,2,2
1996,Russian Air Force,Tver,Antonov AN-12,11,7,18
1996,SELVA,Rio Negro,Antonov An-32B,1,3,4
1996,Airborne Express,Narrows,McDonnell Douglas DC-8-63F,3,3,6
1996,Indian Air Force,Nellore,Hindustan Aeronautics 748-2,17,5,22
1996,Aircraft Charter Group Inc,Dorchester,Learjet 35A,0,2,2
1997,Polynesian Airlines,Moamoa,de Havilland Canada DHC-6 Twin Otter 300,3,2,3
1997,Comair,Monroe,Embraer 120RT Brasilia,26,3,29
1997,Southcentral Air,Sparrevohn,de Havilland Canada DHC-4A Caribou,0,2,1
1997,Skypower Express Airways,Yola,Embraer 110P1A Bandeirante,13,3,5
1997,Air Senegal,Tambacoumba,Hawker Siddeley HS-748-353 Srs.2a,49,3,25
1997,Force Area Populaire de Angola,Quiangala,CASA 212 Aviocar 200,33,4,37
1997,Israel Air Force,Northern Israel,Sikorsky CH53D,0,73,73
1997,Varig,Carajas,Boeing B-737-2C3,46,6,1
1997,Transpolar,Guatemala City,IAI 1124 Westwind,4,1,5
1997,ALADA,Lucapa,Antonov AN-12B,12,4,16
1997,Iranian Air Force,Mashhad,Lockheed C-130HF,80,8,88
1997,Stavropol Airlines,Cherkessk,Antonov AN-24RV,44,6,50
1997,U.S. Air Force,Tegucigalpa,Lockheed C-130H Hercules,0,3,3
1997,Custom Air Service,Griffin,Aviation Traders ATL-98 Carvair,0,2,2
1997,Hageland Aviation Services,Wainwright,Cessna 208B Caravan I,4,1,5
1997,TAAG Angola Airlines,Brazzaville,Fokker F-27 Friendship 600,4,3,3
1997,Azerbaijan Airlines,Gyandzha,Yakovlev 40,0,6,6
1997,Niger Air Force,Sorei,Lockheed C-130H Hercules,0,14,14
1997,Merpati Nusantara Airlines,Tanjung Pandan,British Aerospace ATP,48,5,15
1997,Afghan Republican Air Force,Konduz,Antonov AN-26,0,36,36
1997,China Southern Airlines,Huangtian,Boeing B-737-31B,65,9,35
1997,Bazair,Irumu,Vickers Viscount 781D,20,7,27
1997,MIAT - Mongolian Airlines,Mandalgobi,Harbin Yunshuji Y-12 II,10,2,7
1997,Elbee Airlines,Madh Island,Fokker F-27 Friendship 200,0,2,2
1997,Colombian Army,Saravena,Mil Mi-17,25,4,25
1997,TAM,Suzano,Fokker 100,55,5,1
1997,Cubana de Aviacion,Santiago de Cuba,Antonov AN-24,39,5,44
1997,Sempati Air,Bandung,Fokker F-27 Friendship 600,45,5,30
1997,Goroka Air Services,Goroka,de Havilland Canada DHC-6 Twin Otter 300,3,1,2
1997,ADC Airlines,Calabar,BAC One-Eleven 203AE,49,6,1
1997,Air Littoral,Florence,Aerospatiale ATR-42-512,14,3,1
1997,Korean Airlines,Agana,Boeing B-747-300,231,23,228
1997,Fine Air,Miami,McDonnell Douglas DC-8-61F,1,3,4
1997,Formosa Airlines,Matsu Island,Dornier DO-228-212,14,2,16
1997,SATENA,Puerto Inirida,Pilatus PC-6 Turbo Porter,10,2,12
1997,Vietnam Airlines,Phnom Penh,Tupolev TU-134,60,6,65
1997,Borneo Airways,Miri,Dornier 228-212,8,2,10
1997,TMK Air Commuter,Uvira,de Havilland Canada DHC-6 Twin Otter 300,21,1,22
1997,Luftwaffe,Namibia,Tupolev TU-154M,23,10,33
1997,Garuda Indonesia Airlines,Buah Nabar,Airbus A300-B4-200,222,12,234
1997,Scenic Airlines,Montrose,Cessna 208B Caravan I,8,1,9
1997,Austral Lineas Aeras,Nuevo Berlin,McDonnell Douglas DC-9-32,69,5,74
1997,Republic of China Air Force,Taipei,Lockheed C-130H Hercules,0,5,5
1997,Private,Monterey Bay,Rutan Long EZ,0,1,1
1997,Ariana Afghan Airlines,Jalal-Abad,Yakovlev YAK-40,20,6,2
1997,Hageland Aviation Services,Barrow,Cessna 208B Caravan I,7,1,8
1997,Russian Air Force,Irkutsk-2,Antonov AN-124-100,17,6,23
1997,Sowind Air,Little Grand Rapids,Embraer 110P1 Bandeirante,15,2,4
1997,STAP,La Veriente,Swearingen SA-226T Metro II,17,2,10
1997,Tajikistan Airlines,Sharjah,Tupolev TU-154,77,9,85
1997,Aerosweet Airlines,Fotina,Yakovlev YAK-42,62,8,70
1997,SilkAir,Palembang,Boeing B-737-300,97,7,104
1997,Greek Air Force,Tanagra,Lockheed C-130H Hercules,0,5,5
1997,Renan Airways,Angola,Antonov An-72,0,5,5
1997,United Air Lines,Over the Pacific Ocean,Boeing B-747-122,374,19,1
1997,Parsa,Rio Sidra,Britten Norman BN-2A Trislander,9,1,10
1998,Ariana Afghan Airlines,Tor Kach,Antonov AN-12BP,45,6,51
1998,Aeroservice International,Brno,Let 410UVP,0,2,2
1998,Myanmar Airways,Yangon,Fokker F-27 Friendship 600,41,4,16
1998,Cebu Pacific Air,Cagyan de Oro,McDonnell Douglas DC-9-32,99,5,104
1998,U.S. Marine Corps,Cavalese,Grummand EA-6B,0,2,0
1998,Air Luxor,Terceira,Antonov 12BP,0,7,7
1998,Spanish Air Force,Navafria,CASA 212-S1 Aviocar 100,0,5,5
1998,Sudan Air Force,Nasir,Antonov AN-32,50,7,27
1998,China Airlines,Taipei,Airbus A300-622R,182,14,196
1998,Air Memphis,Mombasa,Boeing 707-336C,0,6,6
1998,Formosa Airlines,Hsinchu,Saab340B,8,5,13
1998,Ariana Afghan Airlines,Charasyab,Boeing B-727-228,32,13,45
1998,Philippine Air Lines,Bacolod,Airbus A.320-214,121,6,0
1998,Fuerza Aérea del Peru,Piura,Antonov AN-32,50,5,22
1998,Linea Aérea Mexicana de Carga,Mexico City,Convair CV-240-53,0,4,2
1998,Air France,Bogota,Boeing B-727-230,43,10,53
1998,Fuerza Aérea del Peru,Andoas,Boeing B-737-282,81,7,75
1998,Mauritanian Air Force,Nema,Xian Yunshuji Y-7-100C,35,7,39
1998,Air Taxi - USs Inc.,Indian Trail,Bell 206L-3,4,1,5
1998,Lao People's Liberation Army Air Force,Longtiang,Yakovlev YAK-40,20,6,26
1998,MIAT - Mongolian Airlines,Erdenet,Harbin Yunshuji Y-12 II,26,2,28
1998,Propair,Montreal,Swearingen SA-226TC Metroliner II,9,2,11
1998,Air Taxi - Ohana Tours,Mt. Waialeale,Eurocopter AS-350-BA,4,2,6
1998,ATI Aircompany,Rasal,Ilyushin 76MD,0,8,8
1998,Alas del Sur,Córdoba,Rockwell Sabreliner 60,1,2,3
1998,Ukraine Aviation Transport Company,Asmara,Ilyushin II-76,1,9,10
1998,Mexican Air Force,Pico de Orizaba,Shorts SC-7 Skyvan 3-100,0,4,4
1998,Plane Sailing,Southhampton,Consolidated PBY-5A Catalina,14,4,4
1998,Swifair,Barcelona,Swearingen SA.227AC Metro III,0,2,2
1998,Selva Taxi Aero,Manacapuru River,Embraer 110 Bandeirante,22,2,5
1998,Alliance Airlines,Kochi,Dornier 228-201,3,3,6
1998,Proteus Air,Quiberon,Beechcraft 1900D,12,3,15
1998,Harbour Air Seaplanes Ltd.,Kincolith,de Havilland Dash-2 Beaver,4,1,5
1998,Alada,Saurimo,Antonov An-12BP,6,7,1
1998,Vincent Aviation,Foveaux Strait,Cessna 402C,9,1,5
1998,Lumbini Airways,Ghorepani,de Havilland Canada DHC-6 Twin Otter 300,15,3,18
1998,Speed Service Couriers,Pretoria,DC-3-65TP,0,2,1
1998,Myanmar Airways,Manibagi,Fokker F-27 Friendship 600,40,4,44
1998,Cubana de Aviacion,Quito,Tupolev TU-154M,77,14,70
1998,Permaviatrans,Angola,Antonov AN-26,20,4,24
1998,Swissair,Peggy's Cove,McDonnell Douglas MD-11,215,14,229
1998,Rusts Flying Service Inc.,Port Alsworth,de Havilland Dash-2 float plane,4,1,5
1998,Pakistan Air Force,Islamabad,Lockheed C-130B Hercules,0,5,5
1998,Paukn Air,Nador,British Aerospace BAe-146-100,34,4,38
1998,Cabo Verde Airlines,Praia,de Havilland Canada DHC-6 Twin Otter 300,20,2,1
1998,Lionair,Mannar,Antonov AN-24RV,48,7,55
1998,Servivensa,Canaima,Douglas DC-3C,24,3,1
1998,Congo Airline,Kindu,Boeing B-727-30,38,3,41
1998,Ararat Avia,Yerevan,Yakovlev YAK-40,33,4,0
1998,TanaMana Aviation,Rwenzori mountains,Britten-Norman BN-2A-3 Islander,10,1,4
1998,Living Water Teaching Ministries Charter,Quetzaltenango,Douglas DC-3C,16,2,11
1998,Sakha Airlines,Krasnoyarsk,Antonov AN-12,7,6,13
1998,Private,Edgewater,Burgess RV-6 experimental,0,1,1
1998,Air Satellite,Baie-Comeau,Britten-Norman Trislander,8,2,7
1998,Thai Airways,Surat Thani,Airbus A-310-204,132,14,102
1998,Khors Aircompany,Cuito,Antonov AN-12BP,6,5,11
1998,Zanex,Saurimo,Antonov 12,2,8,1
1998,SELVA,Medellín,Antonov 32B,2,3,5
1998,Transafrik,Vila Nova,Lockheed Martin L-100-30 Hercules,10,4,14
1999,Transafrik - United Nations Charter,Huambo,Lockheed L-100-30 Hercules,5,4,9
1999,Channel Express,Guernsey,Fokker F-27 Friendship 600,0,2,2
1999,Kelowna Flightcraft Air Charter,Mayne Island,Douglas DC-3C,0,2,2
1999,German Air National Guard,Geilenkirchen,Boeing KC-135E,0,4,4
1999,Uzu Air,Coconut Island,Britten Norman BN-2A-26,3,1,3
1999,Fuerza Aérea Nicaragua,Bluefields,Antonov AN-26,21,7,28
1999,Savannair,Luanda,Antonov AN-12,10,4,14
1999,Airlink,Hoskins,Britten Norman BN-2A Trislander,10,1,11
1999,Air Karibu,Kinshasa,Lockheed L-188A Electra,0,7,7
1999,China Southwest Airlines,Rui'an,Tupolev TU-154,50,11,61
1999,Minerva Airlines,Genoa,Dornier 328-110,27,4,4
1999,Indian Air Force,New Delhi,Antonov AN-32 Transport,15,4,19
1999,ALIANSA Colombia,Tame,Douglas DC-3C,5,3,8
1999,Provincial Airlines,Davis Inlet,de Havilland Canada DHC-6 Twin Otter 300,0,2,1
1999,Turkish Airlines,Ceyhan,Boeing 737-4Q8,0,6,6
1999,Manacá Táxi Aéreo,Ribeirao Preto,Learjet 24D,0,5,5
1999,Aerotaca,Malaga,de Havilland Canada DHC-6 Twin Otter 300,3,2,5
1999,Korean Air,Shanghi,McDonnell Douglas MD-11,0,3,3
1999,Vanair,Port Vila,de Havilland Canada DHC-6 Twin Otter 300,11,1,7
1999,Malaysian Air Force,Kuching,de Havilland Canada DHC-4A,0,5,5
1999,Malindi Air Services,Ol Kiombo,Let 410UVP-E,0,2,2
1999,American Airlines,Little Rock,McDonnell Douglas MD-82,139,6,11
1999,Sudan Air Force,Khartoum,Antonov 32,44,6,50
1999,Pacific Airways,Coron,Britten-Norman BN-2A-21 Islander,0,1,1
1999,Air Taxi - Coastals Inc.,Juneau,Eurocopter AS-350BA,6,1,7
1999,Airlink,Goroka,Embraer 110P2 Bandeirante,15,2,17
1999,Blue Water Aviation Services,Long Haul Lake,de Havilland Canada DHC-3 Otter,0,2,1
1999,Savanair,Luzamba,Antonov 12B,0,5,1
1999,Myanmar Airways,Sittwe,Fokker F-27 Friendship 600,4,4,8
1999,LANC Colombia,Villavicencio,Douglas DC-6A,12,6,5
1999,Lufthansa Cargo Airlines,Kathmandu,Boeing 727-243F,0,5,5
1999,Aero Jet Express,Toluca,Hawker Siddeley HS-125,2,2,4
1999,Private,Martha's Vineyard,Piper PA-32-R301 Saratoga II HP,2,1,3
1999,All Nippon Airways,Tokyo,Boeing B-747,503,14,1
1999,U.S. Army,Orito,de Havilland Canada DHC-7-102,0,7,7
1999,Air Fiji,Nasevou Village,Embraer 110P1 Bandeirante,15,2,17
1999,TACV-Cabo Verde Airlines,Santo Antao,Dornier 228-201,16,2,18
1999,China Airlines,Hong Kong,McDonnell Douglas MD-11,300,15,3
1999,Uni Air,Hualian,McDonnell Douglas MD-90-30,90,6,1
1999,Uzbekistan Airways,Turtkul,Yakovlev YAK-40,29,4,2
1999,LAPA,Buenos Aires,Boeing B-737-204C,98,5,63
1999,Necon Air,Kathmandu,Hawker Siddeley HS-748-501 Super 2B,10,5,15
1999,Greek Government,Bucharest,Dassault Falcon 900B,10,3,7
1999,Britannia Airways,Girona,Boeing 757-204,236,9,2
1999,Norte Jet Táxi Aéreo,Belelm,Embraer 110 Bandeirante,0,2,1
1999,Mexican Air Force,Mt. Hidalgo,Lockheed C-130A Hercules,0,5,5
1999,Aramco Associated Company,Dhahran,Bell 214ST,18,2,12
1999,Venezuelan Army,San Carlos,Arava 201,3,3,6
1999,Private charter,Aberdeen,Gates Learjet 35,4,2,6
1999,EgyptAir,Nantucket Island,Boeing B-767-366ER,202,15,217
1999,TAESA,Uruapan,McDonnell Douglas DC-9-31,13,5,18
1999,Si Fly - U.N. charter,Pristina,Aerospatiale Alenia ATR-42,21,3,24
1999,Tashkent Aircraft Production Corporation,Moscow,Ilyushin 114T,0,7,5
1999,Asian Spirit,Bayombang,Let 410UVP,15,2,17
1999,U.S. Air Force,Kuwait City,Lockheed C-130H,86,8,3
1999,SATA,Sao Jorge,British Aerospace APT,31,4,35
1999,Cubana de Aviacon,Guatemala City,McDonnell Douglas DC-10-30,296,18,16
1999,Korean Air,Great Hallingbury,Boeing 747-2B5F,0,4,4
1999,Indian Airlines,Amritsar,Airbus A300B2-101,174,15,1
1999,Skyline Airways,Simara,de Havilland Canada DHC-6 Twin Otter,7,3,10
1999,Cubana de Aviacion,Bejuma,Yakovlev YAK-42D,12,10,22
1999,Ecuato Guineana de Aviacion,Zonguldak,Antonov 28,4,2,6
2000,Skypower Express Airways,Abuja,Embraer 110P1A Bandeirante,13,3,1
2000,Crossair,Niederhasli,Saab 340B,7,3,10
2000,Avisto,Marsa el-Brega,Shorts 360-300,38,3,22
2000,TACA,San Jose,Let 410UVP-E,17,3,5
2000,Kenya Airways,Abidjan,AirbusA310-304,169,10,169
2000,Alaska Airlines,Point Mugu,McDonnell Douglas MD-83,83,5,88
2000,Islamic Republic of Iran Air Force,Tehran,Lockheed C-130 Hercules,0,8,8
2000,Emery Worldwide,Sacramento,McDonnell Douglas DC-8-71F,0,3,3
2000,Southwest Airlines,Burbank,Boeing B-737-3T5,137,5,0
2000,Vologodskiye Airlines,Moscow,Yakovlev YAK-40,4,5,9
2000,Points North Air Services,Ennadai Lake,Douglas C-47A-5-DK,0,2,2
2000,Aeroperlas,Kuna Yala,de Havilland Canada DHC-6 Twin Otter 300,8,2,10
2000,Ejército del Aire,Herreira,CASA 212-DE Aviocar 200,0,7,7
2000,Sky Cabs,Kadirana,Antonov AN-12,0,8,6
2000,Uralex,Huambo,Antonov AN-32,29,4,3
2000,Sri Lankan Air Force,Anuradhapura,Antonov An-26,36,4,40
2000,Bankair,Marianna,Learjet 35A,0,3,3
2000,Air Philippines,Samal Island,Boeing B-737-2H4,124,7,131
2000,Centrafricain Airlines,Pepa,Antonov AN-8,20,4,24
2000,North Coast Aviation,Bapi,Britten-Norman BN-2A-20 Islander,1,3,4
2000,Northern Executive Aviation,Lyon Satolas,Learjet 35A,3,2,2
2000,Trans Guyana Airways,Kurupung,Britten-Norman BN-2A-9 Islander,0,1,1
2000,Price Aircraft Company,Kaunakakai,Rockwell Sabreliner 65,4,2,6
2000,Avirex,Moanda,Beechcraft 1900C-1,8,2,3
2000,Executive Airlines,Wilkes-Barre,BAe Jetstream 3101-31,17,2,19
2000,Philippine Air Lines,Manila,Airbus A.330-301,284,14,1
2000,Whyalla Airlines,Whyalla,Piper PA-31-350 Navajo,1,7,8
2000,Ghana Airlink,Accra,Fokker F-27 Friendship 600,48,4,7
2000,Wuhan Airlines,Shitai,Xian Yunshuji Y-7-100C,40,4,44
2000,Universal Jet Aviation,Boca Raton,Learjet 55,1,2,3
2000,Japanese Air Self-Defence Force,Shimano,Kawasaki C-1A,0,5,5
2000,Philippine Air Force,Cagayancillo,GAF Nomad N-22C,11,4,14
2000,Aerocaribe,Villahermosa,British Aerospace BAe Jetstream 32EP,17,2,19
2000,CORAL Colombia,Villavicencio,Curtiss C-46A-60-CS,15,4,13
2000,Win Win Aviation,Raleigh,de Havilland Canada DHC-6 Twin Otter 200,2,1,1
2000,Indian Airlines,Patna,Boeing B-737-2A8 Advanced,52,6,55
2000,Airwave Transport,Linneus,Grumman G-159 Gulfstream I,0,2,2
2000,Allied Air Freight,Nassau,Douglas C-47A-10-DK,0,2,2
2000,Blue Hawaiians,Maui,Aerospatiale AS355-F1,6,1,7
2000,Air France,Gonesse,Aerospatiale BAe Concorde 101,100,9,109
2000,Royal Jordanian Air Force,Mafraq,Lockheed C-130H Hercules,0,13,13
2000,Royal Nepal Airlines,Jodhura,de Havilland Canada DHC-6 Twin Otter 300,22,3,25
2000,Air taxi - Lider Air Taxi,Cubatao,Sikorsky S-76,5,1,6
2000,Fuerza Aérea de Chile,Puerto Montt,Casa 212-AB10 Aviocar,10,4,14
2000,Patuxent Airways,Burlington Township,Piper Navajo PA-31,8,3,11
2000,Staer Air,Tshikapa,Antonov AN-26B,21,6,27
2000,Gulf Air,Manama,Airbus A320-212,135,8,143
2000,Fuerza Aérea Colombiana,Mount Montezuma,Douglas C-47,0,7,7
2000,Charter - Central Air,Burketown,Beechcraft SKA 200,7,1,8
2000,Sri Lanka Air Force,Kumarapura,Mil Mi-17,12,2,14
2000,Aeromexico,Reynosa,McDonnell Douglas DC-9-31,83,5,0
2000,Summit Air Charters,Port Radium,Shorts SC.7 Skyvan 3-100,1,2,3
2000,Bombardier Aerospace,Wichita,Canadair CL-600-2B16 Challenger 604,0,3,2
2000,Private,Hillsboro,Cessna 335,2,1,3
2000,Lao Aviation,Sam Neua,Harbin Yunshuji Y-12-II,15,2,8
2000,Russian Air Force,Batumi,Ilyushin IL-18D,75,11,86
2000,Singapore Airlines,Taipei,Boeing B-747-412,159,20,83
2000,Aca-Ancargo,Monaquimbundo,Antonov AN-26,39,5,44
2000,Malu Aviation,Luabo,Antonov 32B,5,6,2
2000,Superior Aviation,Fort Wayne,Swearingen SA.226TC Metro II,0,1,1
2000,Asa Pesada,Luanda,Antonov AN-26,52,5,57
2000,American Airlines,Miami,Airbus A300-600R,105,9,1
2000,Servicio Aereo Manchupo,Sumacal,Cessna 206,5,1,6
2001,People's Liberation Army,Zheng Zou AB,Shaanxi Yunshuji,0,16,16
2001,Tentara Nasional Indonesia Navy,Silimo,CASA 212-MP Aviocar 200,0,9,9
2001,Majestic Air Cargo,Eider Point,Douglas C-47A-30-DK,0,2,2
2001,Rutaca Airlines,Ciudad Bolivar,Douglas DC-3C,20,4,24
2001,North Bay Charter,Byers,Beech King Air 200 Catpass,8,2,10
2001,Lineas Aereas Suramericanas,El Yopal,Sud Aviation SE-210 Caravelle 10R,3,3,3
2001,Northern Illinois Flight Center,Beaver Island,Swearingen SA.227AT Merlin IVC,4,2,3
2001,E.A.S. Aeroservizi,Nurnberg,Learjet 35A,1,2,2
2001,Gum Air Charter,Jakobkondre,GAF Nomad N24A,9,1,10
2001,Loganair,Granton Harbour,Shorts 360-100,0,2,2
2001,Thai Airways,Bangkok,Boeing B-737-4D7,0,5,1
2001,Florida Army National Guard,Unadilla,Short 360,18,3,21
2001,Vnukovo Airlines,Medina,Tupolev 154M,162,12,3
2001,Air Caraibes,Gustavia,de Havilland Canada DHC-6 Twin Otter,17,2,19
2001,Merpati Nusantara Airlines,Jadura,Fokker F-27 Friendship 500F,0,3,3
2001,Jetwingsco Inc. - Private Charter,Aspen,Grummand Gulfstream III,15,3,18
2001,Sudan Air Force,Adar Yeil,Antonov AN-24,0,14,14
2001,SFC Vietnam - Charter - Full Account,Thanh Tranh Village,Mil Mi-18,13,3,16
2001,Private - Techint group,Roque Perez,Cessna 208B Grand Caravan,8,2,10
